number_of_pedestrians,number_of_vehicles,number_of_two_wheel_vehicles,proportion_of_speeding_vehicles,proportion_of_vehicles_without_lights,proportion_of_light_ignoring_vehicles,light_ignoring_percent,proportion_of_sign_ignoring_vehicles,sign_ignoring_percent,proportion_of_vehicle_ignoring_vehicles,vehicle_ignoring_percent,proportion_of_walker_ignoring_vehicles,walker_ignoring_percent,proportion_of_keeping_right_vehicles,keeping_right_percent,proportion_of_lane_changing_vehicles,lane_change_percent,proportion_of_misbehaving_pedestrians,proportion_of_running_pedestrians,proportion_of_road_crossing_pedestrians,number_of_junctions,distance_in_metres,area_in_square_metres,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,wetness,fog_falloff,scattering_intensity,mie_scattering_scale,rayleigh_scattering_scale,dust_storm,difficulty
17,42,5,0.1724,0.1738,0.2151,25.6338,0.1539,29.0209,0.1518,12.4545,0.1948,12.3632,0.1983,34.9428,0.184,16.4481,0.2223,0.2295,0.37,3.4606,1378.1435,2328439.9967,21.9586,0.0,0.0,10.6125,255.1474,57.3086,0.0,0.0,6.6423,0.0977,1.1235,0.029,0.0288,0.0,82.1798
18,39,4,0.2099,0.1592,0.1753,24.2354,0.186,30.277,0.1911,9.5013,0.1715,9.8374,0.2045,32.7434,0.1608,16.8017,0.2431,0.3112,0.3531,4.9995,1245.6616,2952887.4141,17.2122,0.0,0.0,9.0978,263.0274,61.316,0.0,0.0,5.5306,0.1164,1.1433,0.0297,0.0337,0.0,84.8321
15,39,5,0.1784,0.1674,0.1926,21.8407,0.1744,23.8219,0.1919,12.2886,0.2144,12.0359,0.1965,28.0983,0.1852,18.0601,0.266,0.2207,0.3416,3.7344,1201.1497,3091023.922,17.2132,0.0,0.0,11.1868,360.0,65.0205,0.0,0.0,6.2615,0.1213,1.1837,0.0324,0.0323,0.0,73.2409
17,43,5,0.2027,0.2156,0.1578,25.4883,0.2107,24.3961,0.1496,12.1337,0.1682,11.6965,0.2176,27.0093,0.2053,15.6571,0.2391,0.2574,0.2812,4.1588,1081.1004,2348788.9175,22.2614,0.0,0.0,8.8656,289.5714,69.5792,0.0,0.0,4.927,0.1067,1.1269,0.0335,0.038,0.0,64.3091
18,49,5,0.1576,0.1768,0.2055,29.1341,0.1509,26.1039,0.1638,10.5257,0.1899,10.5403,0.1606,33.3507,0.1955,15.6803,0.2148,0.2805,0.3113,3.6644,1418.6312,2500934.3512,22.0516,0.0,0.0,10.1491,258.2652,78.868,0.0,0.0,6.2329,0.115,0.8567,0.036,0.0387,0.0,84.8231
13,48,5,0.1683,0.1591,0.2174,29.6298,0.1724,24.1412,0.2116,9.6075,0.1658,9.7601,0.1743,33.0355,0.1618,13.4951,0.2759,0.3019,0.3098,4.5522,1368.8898,2380020.662,17.1012,0.0,0.0,9.9704,357.5965,56.3697,0.0,0.0,6.2004,0.1233,1.2475,0.0351,0.0371,0.0,69.7276
16,54,5,0.163,0.2046,0.1653,24.0359,0.1697,27.4544,0.1915,9.4512,0.1864,10.2717,0.1747,31.4453,0.1639,15.1991,0.2072,0.2436,0.263,3.7045,1284.1859,2232259.666,20.0506,0.0,0.0,9.1171,355.4451,61.5321,0.0,0.0,5.506,0.0962,1.2186,0.0352,0.0398,0.0,70.4176
18,47,5,0.1681,0.1701,0.1615,30.2629,0.2178,26.4789,0.1793,9.2077,0.2132,9.131,0.1673,30.2428,0.1697,13.2737,0.2163,0.2212,0.2627,4.686,1509.3398,2914671.6295,22.7174,0.0,0.0,9.9418,286.6945,78.4031,0.0,0.0,6.071,0.1228,1.1536,0.0259,0.0291,0.0,75.223
17,55,5,0.1508,0.1536,0.1681,22.3115,0.2022,26.2654,0.1911,9.8312,0.1938,11.4777,0.1838,30.4955,0.1876,13.7067,0.206,0.234,0.3606,3.897,1080.3831,2759309.735,18.1903,0.0,0.0,9.7051,339.8614,73.9875,0.0,0.0,5.1435,0.1169,1.1895,0.0314,0.0288,0.0,66.8574
16,52,5,0.1927,0.1599,0.1627,24.7781,0.1967,30.516,0.1878,12.0013,0.2004,11.5538,0.2128,28.6842,0.1907,17.8272,0.2869,0.2636,0.2807,4.499,1059.4864,3095474.3605,24.8994,0.0,0.0,8.6107,296.9858,75.7795,0.0,0.0,5.3415,0.1031,1.1477,0.0341,0.0305,0.0,66.042
14,47,6,0.1924,0.1731,0.2007,23.629,0.1513,27.9515,0.1843,10.5336,0.2113,10.8632,0.215,34.2136,0.2008,14.2592,0.2586,0.2922,0.2851,4.8891,1457.7277,2243958.6638,22.7757,0.0,0.0,8.8056,257.0401,71.7878,0.0,0.0,6.8769,0.1068,0.9833,0.0274,0.0369,0.0,68.5168
18,46,6,0.2013,0.1864,0.2034,23.8298,0.1705,26.4022,0.2029,11.9948,0.178,10.4653,0.1773,27.8699,0.1859,16.4135,0.2725,0.2292,0.3307,4.644,1309.4558,2266631.578,18.6086,0.0,0.0,11.166,264.7753,61.8526,0.0,0.0,5.6146,0.1029,1.1845,0.0327,0.038,0.0,72.5307
17,53,6,0.1526,0.1573,0.2113,26.1873,0.2021,24.6572,0.1678,12.0217,0.1947,8.7734,0.1634,28.5721,0.2031,17.3399,0.223,0.2504,0.3094,4.328,1357.9585,3010445.5331,19.0068,0.0,0.0,8.7498,346.9732,65.4768,0.0,0.0,6.3202,0.0878,1.1121,0.0316,0.0337,0.0,77.6041
17,47,4,0.1873,0.2049,0.1597,21.9993,0.1898,26.9468,0.1876,10.1227,0.1751,10.8758,0.1905,36.7904,0.1636,16.9183,0.2133,0.2622,0.3047,4.9568,1220.8072,2718473.0992,20.1165,0.0,0.0,9.9109,255.2897,70.9085,0.0,0.0,4.8589,0.1249,1.092,0.0369,0.0331,0.0,80.7587
18,53,5,0.2111,0.1518,0.1649,30.3819,0.1689,29.2034,0.1741,11.8323,0.1717,11.6573,0.2151,37.3666,0.1646,16.1817,0.2145,0.2556,0.301,3.4177,1182.5264,2249536.3252,17.8672,0.0,0.0,9.8434,341.1521,72.5562,0.0,0.0,5.3123,0.0963,0.9291,0.0331,0.0308,0.0,84.0953
18,53,5,0.1772,0.1615,0.2045,24.6375,0.1878,22.5878,0.2096,11.2163,0.2061,10.659,0.1937,37.2317,0.15,12.926,0.2728,0.2629,0.3083,3.7498,1294.2123,3008563.3884,24.7957,0.0,0.0,11.9609,354.3932,67.7785,0.0,0.0,6.8989,0.0859,1.0934,0.0279,0.0387,0.0,73.0414
19,38,5,0.1551,0.2066,0.2011,28.8707,0.2021,23.9312,0.1949,11.9693,0.2139,10.7956,0.1734,35.3082,0.156,17.7119,0.2217,0.2715,0.2593,3.8879,1217.5822,2830177.9747,22.0789,0.0,0.0,12.0237,360.0,59.9414,0.0,0.0,6.0391,0.1115,1.0704,0.0373,0.0298,0.0,65.6371
19,49,6,0.176,0.1753,0.166,26.9544,0.2123,29.257,0.1553,10.5012,0.2085,10.6307,0.1632,31.813,0.192,18.6277,0.2509,0.299,0.3318,4.0198,1079.2897,2828534.3582,17.4484,0.0,0.0,9.3506,323.685,77.1936,0.0,0.0,5.8119,0.1223,1.0747,0.0308,0.0378,0.0,83.0799
19,46,5,0.1576,0.2133,0.1933,22.0717,0.1612,23.9562,0.1582,10.6026,0.161,10.4504,0.1896,33.1696,0.2065,17.994,0.2925,0.22,0.2724,4.5721,1106.3341,2892294.1758,19.0404,0.0,0.0,10.7722,345.2434,70.2691,0.0,0.0,4.7881,0.124,0.8608,0.0289,0.0386,0.0,61.5503
13,43,6,0.1588,0.2155,0.2041,22.7877,0.2001,24.3613,0.2172,10.606,0.1696,10.8448,0.1744,33.126,0.1527,15.7355,0.2738,0.2257,0.2676,4.1712,1228.4377,2407010.12,18.8905,0.0,0.0,10.8891,353.6604,60.9281,0.0,0.0,5.9708,0.1143,0.9021,0.0288,0.0348,0.0,81.6056
18,38,5,0.1728,0.2146,0.1892,26.5783,0.2127,22.0412,0.1618,12.1115,0.1674,9.1482,0.201,37.3477,0.1822,15.8952,0.245,0.2139,0.296,4.5445,1327.4339,3008830.5678,22.9747,0.0,0.0,11.1615,360.0,71.3131,0.0,0.0,5.052,0.1172,0.9018,0.0322,0.032,0.0,60.6853
16,39,5,0.1767,0.1857,0.1854,25.6063,0.2019,27.6384,0.1832,8.5617,0.2168,11.2541,0.1745,31.622,0.1997,15.8195,0.2688,0.3108,0.3024,4.8181,1139.5204,2662435.9102,22.0941,0.0,0.0,10.9516,360.0,62.7447,0.0,0.0,5.9103,0.093,1.1714,0.0289,0.0312,0.0,76.656
14,51,6,0.1932,0.201,0.1813,27.759,0.1702,28.1569,0.2048,8.7982,0.1836,10.6893,0.1842,31.0567,0.1745,18.7472,0.2853,0.2714,0.2783,3.6301,1129.1147,2397065.2669,17.5421,0.0,0.0,9.0729,283.7142,80.7058,0.0,0.0,5.0466,0.0884,1.0957,0.0282,0.0357,0.0,63.476
14,48,4,0.1753,0.2034,0.2139,23.0128,0.2125,30.3915,0.1765,10.6017,0.1537,9.2712,0.1615,29.1097,0.1739,13.7917,0.2784,0.2584,0.3656,3.4925,1148.4795,2490896.5461,18.5079,0.0,0.0,12.111,281.2847,80.622,0.0,0.0,4.9172,0.1092,1.1173,0.0294,0.0366,0.0,81.1395
15,41,6,0.1948,0.2004,0.1927,29.0101,0.1776,23.5329,0.1495,11.2176,0.1534,10.2391,0.1679,28.2189,0.1983,13.2901,0.2807,0.2743,0.3602,3.7908,1508.07,2541306.6886,19.2219,0.0,0.0,12.0598,300.1137,64.3841,0.0,0.0,6.5476,0.1209,1.0821,0.0332,0.0341,0.0,60.7172
14,48,5,0.2181,0.189,0.1712,24.9585,0.1818,22.7817,0.1705,8.6368,0.155,11.8282,0.1808,30.2296,0.1886,14.9351,0.2325,0.299,0.2746,3.7048,1446.4905,2576391.2726,20.7952,0.0,0.0,10.9095,341.8924,58.9278,0.0,0.0,6.2037,0.1001,1.0424,0.034,0.0396,0.0,70.0235
13,48,5,0.1783,0.202,0.1817,25.1898,0.1544,30.8946,0.2062,8.9294,0.1627,10.3816,0.204,27.8303,0.2099,14.0776,0.2835,0.2725,0.3365,3.8295,1230.0992,2268953.9609,20.3304,0.0,0.0,11.6971,316.2041,55.2638,0.0,0.0,6.0229,0.1185,1.1156,0.0348,0.0405,0.0,85.1757
16,50,4,0.1774,0.2031,0.1672,23.5662,0.2109,26.9213,0.2001,11.3675,0.2043,9.4916,0.1493,31.0974,0.1788,13.9062,0.2607,0.3007,0.3208,4.025,1317.8509,2242409.6242,17.2245,0.0,0.0,9.946,264.1426,75.3807,0.0,0.0,6.8563,0.1021,1.215,0.0285,0.0358,0.0,84.7435
14,39,5,0.1493,0.1864,0.1774,25.769,0.1883,27.6108,0.2127,11.7166,0.1894,12.0714,0.1812,28.1078,0.2056,14.245,0.2209,0.2131,0.3174,3.9556,1070.656,2573915.7315,20.6553,0.0,0.0,10.8597,343.3084,76.2595,0.0,0.0,5.5213,0.122,0.946,0.0263,0.0333,0.0,66.5224
16,51,6,0.1891,0.1804,0.1845,30.129,0.2064,30.7823,0.1995,11.542,0.1907,8.5254,0.1619,29.8577,0.2176,16.2725,0.2354,0.2301,0.2565,4.9117,1058.0759,2719982.5733,18.8218,0.0,0.0,11.3566,358.8263,68.07,0.0,0.0,5.6008,0.1025,1.0105,0.027,0.0387,0.0,76.7211
15,51,4,0.2176,0.1547,0.1587,21.8245,0.1766,30.1916,0.1671,10.3731,0.1827,11.0129,0.2061,32.5327,0.1949,13.0775,0.2711,0.254,0.3667,4.4033,1122.1212,2516944.9105,19.435,0.0,0.0,12.4026,360.0,56.2731,0.0,0.0,5.3397,0.1158,1.2276,0.0334,0.0381,0.0,74.744
18,52,5,0.1811,0.1761,0.1933,28.8366,0.1727,22.5269,0.1676,10.7598,0.2085,11.2821,0.2075,30.2536,0.1819,13.2626,0.2573,0.2975,0.3712,4.5416,1234.6154,2714185.0476,18.3101,0.0,0.0,9.8739,262.1514,60.4254,0.0,0.0,6.7063,0.1135,0.9615,0.0264,0.0411,0.0,87.485
15,46,4,0.2124,0.1872,0.1861,29.2528,0.2024,23.0654,0.1623,9.9029,0.1921,10.3801,0.1719,34.4415,0.1658,18.3255,0.2091,0.2775,0.3373,3.9794,1490.1798,2313878.5619,21.4467,0.0,0.0,9.2994,360.0,61.9481,0.0,0.0,5.5157,0.1126,0.9835,0.0288,0.0402,0.0,60.8478
16,47,4,0.1756,0.1822,0.2028,30.8091,0.167,21.3706,0.177,11.7947,0.1792,10.6094,0.1564,27.5146,0.1837,15.3284,0.2192,0.3104,0.3426,4.8176,1262.4818,2759838.6157,20.6259,0.0,0.0,9.5454,360.0,57.4919,0.0,0.0,6.9229,0.1159,0.9823,0.0289,0.034,0.0,68.8139
15,41,4,0.2169,0.1674,0.1885,28.7755,0.2016,26.032,0.1513,11.0532,0.2119,11.8268,0.1715,32.0128,0.2084,16.0161,0.2421,0.2455,0.2794,4.1307,1166.2969,3025689.0273,24.1667,0.0,0.0,10.212,319.6439,75.2994,0.0,0.0,5.1621,0.087,1.1042,0.029,0.0405,0.0,86.4079
14,54,6,0.1498,0.168,0.1502,24.0749,0.2131,31.204,0.1971,8.6279,0.1911,11.0103,0.1609,29.8067,0.1873,17.187,0.291,0.3051,0.3599,4.9556,1210.489,2450181.2942,21.9361,0.0,0.0,9.1891,300.9496,56.2323,0.0,0.0,4.8836,0.1219,1.163,0.0266,0.0408,0.0,66.7489
13,40,5,0.1835,0.2174,0.2166,26.2577,0.1635,25.3048,0.1777,8.7714,0.2041,11.1808,0.2123,28.2509,0.1693,17.3096,0.2018,0.2661,0.2577,4.8459,1088.8726,2482905.4437,21.8937,0.0,0.0,8.5351,277.9474,66.1362,0.0,0.0,6.9896,0.1159,1.2215,0.0374,0.0402,0.0,86.3229
14,44,5,0.1647,0.1491,0.1878,29.4575,0.196,28.1606,0.167,10.7627,0.1526,11.2361,0.2034,30.8252,0.1692,16.6632,0.2684,0.3119,0.3704,3.5341,1355.1569,2525041.9099,18.8686,0.0,0.0,11.8657,294.2131,76.718,0.0,0.0,5.9199,0.091,0.91,0.0356,0.0361,0.0,65.7992
16,51,5,0.2,0.2155,0.1905,23.2373,0.195,29.8322,0.1815,10.2362,0.1713,11.1945,0.1966,35.9585,0.1751,15.8272,0.2079,0.2562,0.3387,4.4296,1136.4725,2328714.6266,19.6056,0.0,0.0,9.9107,309.3658,75.2871,0.0,0.0,5.3883,0.1,0.8823,0.0261,0.0286,0.0,74.1924
16,53,6,0.1586,0.1521,0.1537,27.5671,0.1721,30.1055,0.2019,11.7383,0.2002,11.946,0.1759,29.8656,0.1945,14.6087,0.2675,0.276,0.3387,4.6349,1111.0888,2765644.5697,24.5861,0.0,0.0,9.7517,299.5893,76.9838,0.0,0.0,5.6818,0.0937,1.2238,0.0321,0.0284,0.0,85.6799
16,51,5,0.2024,0.1908,0.1671,27.386,0.1787,22.7384,0.2049,10.109,0.2001,9.0989,0.1515,34.524,0.2059,18.4621,0.2049,0.295,0.355,4.3165,1459.6319,3113580.3568,20.3453,0.0,0.0,12.1472,317.3915,75.5677,0.0,0.0,6.9006,0.1149,0.9687,0.0283,0.0389,0.0,68.6782
18,40,5,0.199,0.1868,0.1518,21.351,0.1964,22.6516,0.2029,10.3068,0.1564,12.0796,0.1592,31.6364,0.177,13.4803,0.2863,0.2888,0.3191,3.6737,1346.5712,2623505.2412,19.4834,0.0,0.0,9.3615,319.0535,65.4715,0.0,0.0,5.5753,0.1222,1.0289,0.0305,0.0343,0.0,83.8887
17,51,5,0.2116,0.1488,0.2079,29.8994,0.1913,30.685,0.1711,9.7023,0.183,8.5644,0.1926,27.8531,0.1749,18.6811,0.2243,0.2482,0.3545,4.2882,1510.5193,2869242.5138,24.2511,0.0,0.0,12.2185,310.8606,70.7359,0.0,0.0,6.5323,0.1064,1.1587,0.0362,0.0345,0.0,63.4955
18,45,6,0.1646,0.1637,0.1513,29.4481,0.1779,21.8127,0.1764,10.8316,0.2146,11.48,0.1708,29.5674,0.1743,18.6845,0.2463,0.2827,0.3033,4.6649,1344.6413,2343182.9871,24.5948,0.0,0.0,8.9405,360.0,59.824,0.0,0.0,5.5276,0.1135,1.1399,0.0366,0.0305,0.0,74.2595
14,52,6,0.2045,0.2187,0.1713,27.8659,0.2107,28.7529,0.1812,9.6388,0.2002,11.6423,0.1997,27.268,0.2034,17.21,0.2239,0.3073,0.2832,4.0974,1073.9638,2558589.6298,18.8479,0.0,0.0,12.2268,314.9062,60.3798,0.0,0.0,5.9183,0.1154,1.1397,0.0297,0.0337,0.0,69.8806
17,55,5,0.2073,0.2088,0.1488,22.2679,0.2121,22.8245,0.2097,9.7632,0.1557,9.5146,0.1924,30.2307,0.2085,16.9589,0.2761,0.223,0.3122,3.8552,1307.187,2755693.2876,23.108,0.0,0.0,8.7025,317.3887,57.1431,0.0,0.0,6.2911,0.1058,1.1308,0.027,0.0357,0.0,83.3748
18,44,6,0.1607,0.1626,0.1823,26.8534,0.1877,21.9296,0.1855,11.5013,0.2011,8.7821,0.2019,34.05,0.1804,17.6256,0.267,0.2536,0.2829,4.8461,1195.5562,2289772.1769,23.7405,0.0,0.0,10.9941,357.9444,56.1558,0.0,0.0,4.9769,0.1075,1.1073,0.0277,0.0332,0.0,68.2361
15,47,5,0.1574,0.2019,0.1808,30.2959,0.1594,29.277,0.1655,9.7523,0.1529,12.4226,0.1825,26.6404,0.1764,14.7747,0.2465,0.2658,0.3056,3.5054,1133.302,2640480.8403,24.0993,0.0,0.0,10.605,346.9734,80.7577,0.0,0.0,6.5427,0.0921,1.1037,0.0285,0.0286,0.0,64.7142
13,38,4,0.2012,0.1996,0.1829,22.7099,0.1846,24.0011,0.158,8.8374,0.1515,11.3197,0.173,35.6166,0.1615,17.7031,0.2325,0.2776,0.3311,4.4901,1281.497,3087653.7906,17.1114,0.0,0.0,12.3584,341.5545,71.9073,0.0,0.0,4.95,0.1194,1.2461,0.0372,0.0387,0.0,85.6025
18,43,5,0.1764,0.1687,0.1707,30.1718,0.1732,29.5857,0.1851,10.9527,0.1723,9.6765,0.1791,36.4965,0.1613,16.0366,0.2743,0.2293,0.2855,3.8785,1221.4911,3038708.3751,21.9656,0.0,0.0,8.9277,360.0,71.7983,0.0,0.0,6.521,0.0876,1.098,0.0328,0.0392,0.0,79.3994
16,52,5,0.1831,0.1775,0.1861,26.6738,0.2067,23.8302,0.2049,10.8426,0.1937,10.5572,0.1914,28.2672,0.1797,13.2027,0.2728,0.2538,0.3635,4.7102,1349.9191,2804690.783,22.0708,0.0,0.0,9.7781,297.6968,81.2453,0.0,0.0,6.4534,0.1033,1.1611,0.0345,0.0336,0.0,70.9646
16,39,6,0.1561,0.2161,0.1751,24.4813,0.1778,21.6857,0.1701,11.9349,0.173,11.5031,0.1685,33.7685,0.1936,13.3901,0.2082,0.2643,0.3065,4.0236,1283.6545,3013659.5857,23.6502,0.0,0.0,10.2628,260.8601,61.5751,0.0,0.0,5.6942,0.1234,0.9938,0.0372,0.0384,0.0,82.5097
15,49,4,0.1913,0.1736,0.184,26.968,0.1992,28.5572,0.1812,10.0958,0.1727,11.4185,0.2079,27.5789,0.1714,15.9485,0.258,0.2491,0.3661,4.1985,1453.8921,2988687.586,21.4091,0.0,0.0,9.9374,276.8316,78.9581,0.0,0.0,5.7204,0.0986,0.9737,0.029,0.0295,0.0,68.6542
14,53,5,0.1768,0.2002,0.1548,30.0066,0.1511,22.5235,0.2062,12.0134,0.1515,12.0218,0.1652,35.0187,0.2157,16.8828,0.2377,0.2916,0.2728,3.979,1355.5304,2421751.0398,24.267,0.0,0.0,11.7827,337.9117,72.6792,0.0,0.0,6.4749,0.121,1.1645,0.0305,0.0372,0.0,62.9667
17,45,4,0.1497,0.1681,0.1558,30.5357,0.2145,26.2874,0.1991,9.0163,0.1939,11.0041,0.1909,28.7675,0.1925,14.2842,0.2339,0.305,0.2737,4.9874,1155.7222,2840655.5645,21.5472,0.0,0.0,10.3647,265.3548,71.062,0.0,0.0,4.915,0.0977,0.9454,0.0275,0.0327,0.0,72.5176
17,45,6,0.163,0.1877,0.2163,30.6945,0.2138,29.1541,0.1917,9.0165,0.1613,8.9907,0.1649,33.0985,0.2085,17.83,0.201,0.2764,0.258,4.6162,1508.8242,2369508.262,22.2736,0.0,0.0,9.8614,279.0275,66.202,0.0,0.0,6.1886,0.1002,0.965,0.0274,0.0337,0.0,74.5662
15,47,5,0.1672,0.2092,0.1931,22.7527,0.1912,22.6874,0.1763,8.5421,0.205,10.7865,0.1931,26.299,0.1956,14.261,0.2322,0.2202,0.2568,4.1197,1364.3891,2853131.8682,17.9552,0.0,0.0,10.0679,343.7902,78.0854,0.0,0.0,6.0299,0.0963,1.1414,0.0356,0.0409,0.0,82.8273
13,42,5,0.2016,0.1686,0.1651,28.7261,0.1712,24.9359,0.195,9.575,0.2095,11.2406,0.1559,33.957,0.1945,16.2156,0.21,0.2581,0.2645,3.9895,1394.8928,2192972.8429,20.092,0.0,0.0,8.9751,346.1828,72.29,0.0,0.0,5.3147,0.1221,1.1559,0.0273,0.0312,0.0,71.999
16,53,6,0.1498,0.1867,0.2165,24.8776,0.1955,28.8628,0.2114,10.8612,0.1714,11.7558,0.2167,33.7518,0.1825,14.1553,0.2122,0.2357,0.2997,4.7324,1425.4487,2500782.4783,19.529,0.0,0.0,10.7486,345.2844,70.0316,0.0,0.0,5.8784,0.0861,1.0193,0.0308,0.0402,0.0,59.6992
15,50,6,0.1899,0.1551,0.1505,22.7687,0.198,29.8764,0.181,10.6677,0.2028,11.0951,0.1935,30.4003,0.2003,13.4899,0.2677,0.2965,0.2658,4.4222,1388.2347,2922998.9754,22.4919,0.0,0.0,10.2842,347.928,67.4199,0.0,0.0,5.9973,0.1186,1.0824,0.0337,0.0357,0.0,77.0349
18,46,6,0.1918,0.1544,0.1652,25.4353,0.1628,28.1836,0.1894,9.392,0.1966,10.3088,0.2071,36.7412,0.182,14.9261,0.2747,0.2763,0.3265,4.3726,1188.9417,2301230.6133,17.2175,0.0,0.0,12.214,360.0,61.7653,0.0,0.0,6.7996,0.1191,1.0938,0.0287,0.0286,0.0,69.3752
16,53,5,0.1678,0.1634,0.2069,24.7888,0.1532,23.0228,0.2057,10.7683,0.2167,11.6388,0.1995,27.3214,0.191,13.0856,0.2646,0.2205,0.2691,3.5744,1415.8049,2914162.8095,18.3008,0.0,0.0,9.1357,285.7866,70.6752,0.0,0.0,5.1128,0.1007,1.1667,0.0373,0.0382,0.0,68.3771
19,54,4,0.1512,0.1733,0.1921,27.4014,0.1865,21.7761,0.2147,12.3663,0.1645,8.7986,0.2033,33.587,0.1775,15.0298,0.2053,0.3038,0.2604,3.6094,1180.6138,3047498.9279,19.4452,0.0,0.0,9.2456,335.171,80.4457,0.0,0.0,5.6756,0.1127,0.9832,0.0309,0.0408,0.0,81.5783
18,42,5,0.1577,0.1514,0.209,21.5748,0.1495,29.069,0.1822,10.3315,0.1703,12.3793,0.1792,26.984,0.1525,15.7176,0.2899,0.2193,0.2587,4.1634,1314.0802,2143863.6842,17.4876,0.0,0.0,11.807,360.0,63.8267,0.0,0.0,6.8401,0.1141,0.9414,0.0364,0.0328,0.0,73.4726
13,42,6,0.2145,0.158,0.1686,23.4995,0.2174,30.1449,0.1597,9.7944,0.1567,8.564,0.1783,32.9756,0.1908,18.1443,0.2619,0.2951,0.3693,4.4885,1388.7082,3025065.9816,22.9839,0.0,0.0,12.3391,360.0,65.3525,0.0,0.0,6.9135,0.0941,0.9737,0.035,0.0335,0.0,73.5189
13,41,5,0.2152,0.1539,0.2023,28.7792,0.2076,30.1343,0.202,9.9036,0.1525,10.6639,0.1676,29.6692,0.1646,16.2477,0.2307,0.255,0.3643,4.173,1095.6572,2749452.9083,23.6775,0.0,0.0,10.147,271.6329,56.7458,0.0,0.0,5.8475,0.1127,1.1107,0.0324,0.0381,0.0,69.1923
15,45,6,0.1773,0.16,0.1824,28.9482,0.1942,28.6933,0.155,10.1204,0.2021,9.0185,0.1601,35.5173,0.1571,13.8804,0.2091,0.2307,0.3348,3.7161,1413.3545,2472870.2554,19.3821,0.0,0.0,8.8765,283.9403,61.6035,0.0,0.0,5.6519,0.1223,1.0484,0.0322,0.0342,0.0,74.8133
19,43,6,0.1584,0.1807,0.1975,22.7757,0.2174,29.1099,0.1628,10.595,0.1917,10.9021,0.1856,30.5153,0.212,14.9191,0.2165,0.2472,0.3075,4.8164,1235.3511,2807299.766,24.5002,0.0,0.0,12.0646,279.6694,60.2037,0.0,0.0,6.528,0.1131,1.0847,0.0338,0.0317,0.0,68.4418
17,42,5,0.1887,0.2004,0.2131,25.4002,0.1982,27.7064,0.1532,10.9376,0.1801,12.4543,0.2177,36.1665,0.1848,15.8386,0.2716,0.2271,0.3704,3.8106,1207.9859,2444898.6791,23.137,0.0,0.0,8.9148,336.7501,69.4395,0.0,0.0,6.6644,0.1002,1.1558,0.0366,0.0337,0.0,86.794
17,49,5,0.1695,0.1492,0.1626,26.4846,0.166,26.9314,0.1897,9.7184,0.2094,10.291,0.1791,27.7646,0.2029,14.3969,0.218,0.221,0.321,3.6143,1249.3276,2850453.2661,22.8355,0.0,0.0,9.4203,323.1677,69.3654,0.0,0.0,5.5552,0.1222,1.1424,0.0266,0.0378,0.0,87.0909
13,41,4,0.1886,0.1713,0.1511,25.8918,0.2118,27.5646,0.202,11.1401,0.2186,12.2065,0.2085,36.672,0.1846,15.4954,0.2271,0.2497,0.3649,4.3596,1319.9358,3079635.9784,22.3363,0.0,0.0,11.0319,294.205,58.9596,0.0,0.0,5.654,0.115,1.0146,0.0328,0.0351,0.0,82.5934
18,51,6,0.1996,0.155,0.2087,25.7256,0.1864,22.1587,0.2061,10.1374,0.1963,10.5707,0.18,25.6207,0.1731,18.6581,0.2617,0.2546,0.2607,3.5238,1094.4047,2130028.6942,20.2557,0.0,0.0,10.4999,334.7831,60.8752,0.0,0.0,6.505,0.1164,0.8966,0.0353,0.0349,0.0,85.3309
15,45,4,0.1722,0.1605,0.1623,24.1396,0.2016,28.8019,0.1496,8.8603,0.1492,11.8673,0.191,28.5655,0.178,18.166,0.2469,0.2543,0.3248,3.5843,1192.6996,3077947.5086,23.2431,0.0,0.0,10.2244,329.2559,63.7012,0.0,0.0,6.0492,0.1172,0.9511,0.0335,0.0336,0.0,81.8451
17,38,6,0.1766,0.1765,0.1869,30.9933,0.2162,27.1522,0.2036,10.6638,0.1664,12.0704,0.2116,37.4855,0.2031,13.0672,0.2736,0.3022,0.2849,4.6613,1156.6045,2749516.596,24.705,0.0,0.0,10.0887,302.4571,73.4657,0.0,0.0,5.4103,0.1133,1.1744,0.0282,0.0302,0.0,67.3266
14,47,4,0.1587,0.2019,0.1537,27.4296,0.1741,22.6403,0.1675,9.6691,0.1598,9.8406,0.1789,26.5011,0.172,18.3748,0.2194,0.2364,0.286,3.5666,1089.2709,2319973.0489,19.1655,0.0,0.0,9.0194,313.8016,56.917,0.0,0.0,4.9043,0.1035,1.0222,0.0274,0.0339,0.0,81.1341
18,47,5,0.2007,0.1575,0.2151,30.1495,0.1785,27.85,0.2008,9.9035,0.171,9.8601,0.2003,26.3649,0.1746,17.9139,0.2311,0.2276,0.3719,3.9549,1106.7551,2306755.873,23.2301,0.0,0.0,9.6808,360.0,56.2145,0.0,0.0,4.7822,0.0904,0.949,0.0282,0.0311,0.0,80.2877
13,52,6,0.2146,0.2033,0.1829,26.8861,0.2146,30.4376,0.1491,10.6827,0.2012,9.2364,0.2008,35.7687,0.2095,12.8454,0.2532,0.2826,0.3712,4.3401,1225.1363,2546289.8048,19.3687,0.0,0.0,11.0173,298.4214,79.1308,0.0,0.0,5.6589,0.1121,1.1308,0.0285,0.0299,0.0,69.189
